Cooperation Complex for Metric CooperationMetric[org.bm.blaise.scio.graph.metrics.AdditiveSubsetMetric@157f0dc] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
0 0 0 0 0 0 0 1 0 

Subset ; Subset Size ; Altruism ; Selfish ; All Participate/Assess ; All Participate/Partial Assess ; Partial Participate/Assess
[1, 2, 4, 6, 9] ; 5 ; 1.500 ; 16.750 ; 20.750 ; 4.000 ; 2.500
[1, 2, 4, 7, 8] ; 5 ; 1.750 ; 18.000 ; 20.750 ; 2.750 ; 1.000
[1, 2, 4, 7, 9] ; 5 ; 2.167 ; 17.583 ; 20.750 ; 3.167 ; 1.000
[1, 2, 4, 8, 9] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[1, 2, 5, 6, 7] ; 5 ; 1.417 ; 17.333 ; 20.750 ; 3.417 ; 2.000
[1, 2, 5, 6, 8] ; 5 ; 2.083 ; 17.667 ; 20.750 ; 3.083 ; 1.000
[1, 2, 5, 6, 9] ; 5 ; 1.833 ; 16.917 ; 20.750 ; 3.833 ; 2.000
[1, 2, 5, 7, 8] ; 5 ; 1.667 ; 18.083 ; 20.750 ; 2.667 ; 1.000
[1, 2, 5, 7, 9] ; 5 ; 2.000 ; 17.750 ; 20.750 ; 3.000 ; 1.000
[1, 2, 5, 8, 9] ; 5 ; 2.333 ; 17.417 ; 20.750 ; 3.333 ; 1.000
[1, 2, 6, 7, 8] ; 5 ; 0.917 ; 17.333 ; 20.750 ; 3.417 ; 2.500
[1, 2, 6, 7, 9] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[1, 2, 6, 8, 9] ; 5 ; 0.167 ; 16.250 ; 20.750 ; 4.500 ; 4.333
[1, 2, 7, 8, 9] ; 5 ; 0.000 ; 16.417 ; 20.750 ; 4.333 ; 4.333
[1, 3, 4, 5, 6] ; 5 ; 0.000 ; 15.750 ; 20.750 ; 5.000 ; 5.000
[1, 3, 4, 5, 7] ; 5 ; 0.917 ; 17.333 ; 20.750 ; 3.417 ; 2.500
[1, 3, 4, 5, 8] ; 5 ; 2.083 ; 17.667 ; 20.750 ; 3.083 ; 1.000
[1, 3, 4, 5, 9] ; 5 ; 1.167 ; 16.583 ; 20.750 ; 4.167 ; 3.000
[1, 3, 4, 6, 7] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[1, 3, 4, 6, 8] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[1, 3, 4, 6, 9] ; 5 ; 0.000 ; 15.750 ; 20.750 ; 5.000 ; 5.000
[1, 3, 4, 7, 8] ; 5 ; 1.917 ; 17.833 ; 20.750 ; 2.917 ; 1.000
[1, 3, 4, 7, 9] ; 5 ; 1.667 ; 17.083 ; 20.750 ; 3.667 ; 2.000
[1, 3, 4, 8, 9] ; 5 ; 0.000 ; 16.417 ; 20.750 ; 4.333 ; 4.333
[1, 3, 5, 6, 7] ; 5 ; 1.083 ; 17.167 ; 20.750 ; 3.583 ; 2.500
[1, 3, 5, 6, 8] ; 5 ; 2.250 ; 17.500 ; 20.750 ; 3.250 ; 1.000
[1, 3, 5, 6, 9] ; 5 ; 1.333 ; 16.417 ; 20.750 ; 4.333 ; 3.000
[1, 3, 5, 7, 8] ; 5 ; 2.333 ; 18.417 ; 20.750 ; 2.333 ; 0.000
[1, 3, 5, 7, 9] ; 5 ; 2.000 ; 17.750 ; 20.750 ; 3.000 ; 1.000
[1, 3, 5, 8, 9] ; 5 ; 2.333 ; 17.417 ; 20.750 ; 3.333 ; 1.000
[1, 3, 6, 7, 8] ; 5 ; 2.083 ; 17.667 ; 20.750 ; 3.083 ; 1.000
[1, 3, 6, 7, 9] ; 5 ; 1.833 ; 16.917 ; 20.750 ; 3.833 ; 2.000
[1, 3, 6, 8, 9] ; 5 ; 0.167 ; 16.250 ; 20.750 ; 4.500 ; 4.333
[1, 3, 7, 8, 9] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[1, 4, 5, 6, 7] ; 5 ; 0.000 ; 16.417 ; 20.750 ; 4.333 ; 4.333
[1, 4, 5, 6, 8] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[1, 4, 5, 6, 9] ; 5 ; 0.000 ; 15.750 ; 20.750 ; 5.000 ; 5.000
[1, 4, 5, 7, 8] ; 5 ; 1.750 ; 18.000 ; 20.750 ; 2.750 ; 1.000
[1, 4, 5, 7, 9] ; 5 ; 1.000 ; 17.250 ; 20.750 ; 3.500 ; 2.500
[1, 4, 5, 8, 9] ; 5 ; 1.167 ; 17.083 ; 20.750 ; 3.667 ; 2.500
[1, 4, 6, 7, 8] ; 5 ; 2.167 ; 17.583 ; 20.750 ; 3.167 ; 1.000
[1, 4, 6, 7, 9] ; 5 ; 1.500 ; 16.750 ; 20.750 ; 4.000 ; 2.500
[1, 4, 6, 8, 9] ; 5 ; 0.167 ; 16.250 ; 20.750 ; 4.500 ; 4.333
[1, 4, 7, 8, 9] ; 5 ; 1.667 ; 17.083 ; 20.750 ; 3.667 ; 2.000
[1, 5, 6, 7, 8] ; 5 ; 1.083 ; 17.167 ; 20.750 ; 3.583 ; 2.500
[1, 5, 6, 7, 9] ; 5 ; 0.000 ; 16.417 ; 20.750 ; 4.333 ; 4.333
[1, 5, 6, 8, 9] ; 5 ; 0.167 ; 16.250 ; 20.750 ; 4.500 ; 4.333
[1, 5, 7, 8, 9] ; 5 ; 1.167 ; 17.083 ; 20.750 ; 3.667 ; 2.500
[1, 6, 7, 8, 9] ; 5 ; 0.167 ; 16.250 ; 20.750 ; 4.500 ; 4.333
[2, 3, 4, 5, 6] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[2, 3, 4, 5, 7] ; 5 ; 1.667 ; 18.083 ; 20.750 ; 2.667 ; 1.000
[2, 3, 4, 5, 8] ; 5 ; 2.333 ; 18.417 ; 20.750 ; 2.333 ; 0.000
[2, 3, 4, 5, 9] ; 5 ; 2.083 ; 17.667 ; 20.750 ; 3.083 ; 1.000
[2, 3, 4, 6, 7] ; 5 ; 2.000 ; 17.750 ; 20.750 ; 3.000 ; 1.000
[2, 3, 4, 6, 8] ; 5 ; 2.000 ; 17.750 ; 20.750 ; 3.000 ; 1.000
[2, 3, 4, 6, 9] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[2, 3, 4, 7, 8] ; 5 ; 1.500 ; 18.250 ; 20.750 ; 2.500 ; 1.000
[2, 3, 4, 7, 9] ; 5 ; 1.917 ; 17.833 ; 20.750 ; 2.917 ; 1.000
[2, 3, 4, 8, 9] ; 5 ; 1.083 ; 17.167 ; 20.750 ; 3.583 ; 2.500
[2, 3, 5, 6, 7] ; 5 ; 1.750 ; 18.000 ; 20.750 ; 2.750 ; 1.000
[2, 3, 5, 6, 8] ; 5 ; 2.417 ; 18.333 ; 20.750 ; 2.417 ; 0.000
[2, 3, 5, 6, 9] ; 5 ; 2.167 ; 17.583 ; 20.750 ; 3.167 ; 1.000
[2, 3, 5, 7, 8] ; 5 ; 1.917 ; 18.833 ; 20.750 ; 1.917 ; 0.000
[2, 3, 5, 7, 9] ; 5 ; 2.250 ; 18.500 ; 20.750 ; 2.250 ; 0.000
[2, 3, 5, 8, 9] ; 5 ; 2.583 ; 18.167 ; 20.750 ; 2.583 ; 0.000
[2, 3, 6, 7, 8] ; 5 ; 1.583 ; 18.167 ; 20.750 ; 2.583 ; 1.000
[2, 3, 6, 7, 9] ; 5 ; 2.000 ; 17.750 ; 20.750 ; 3.000 ; 1.000
[2, 3, 6, 8, 9] ; 5 ; 1.167 ; 17.083 ; 20.750 ; 3.667 ; 2.500
[2, 3, 7, 8, 9] ; 5 ; 0.917 ; 17.333 ; 20.750 ; 3.417 ; 2.500
[2, 4, 5, 6, 7] ; 5 ; 2.167 ; 17.583 ; 20.750 ; 3.167 ; 1.000
[2, 4, 5, 6, 8] ; 5 ; 2.667 ; 18.083 ; 20.750 ; 2.667 ; 0.000
[2, 4, 5, 6, 9] ; 5 ; 2.500 ; 17.250 ; 20.750 ; 3.500 ; 1.000
[2, 4, 5, 7, 8] ; 5 ; 2.000 ; 18.750 ; 20.750 ; 2.000 ; 0.000
[2, 4, 5, 7, 9] ; 5 ; 2.417 ; 18.333 ; 20.750 ; 2.417 ; 0.000
[2, 4, 5, 8, 9] ; 5 ; 2.583 ; 18.167 ; 20.750 ; 2.583 ; 0.000
[2, 4, 6, 7, 8] ; 5 ; 2.333 ; 18.417 ; 20.750 ; 2.333 ; 0.000
[2, 4, 6, 7, 9] ; 5 ; 2.833 ; 17.917 ; 20.750 ; 2.833 ; 0.000
[2, 4, 6, 8, 9] ; 5 ; 2.333 ; 17.417 ; 20.750 ; 3.333 ; 1.000
[2, 4, 7, 8, 9] ; 5 ; 1.917 ; 17.833 ; 20.750 ; 2.917 ; 1.000
[2, 5, 6, 7, 8] ; 5 ; 1.750 ; 18.000 ; 20.750 ; 2.750 ; 1.000
[2, 5, 6, 7, 9] ; 5 ; 2.167 ; 17.583 ; 20.750 ; 3.167 ; 1.000
[2, 5, 6, 8, 9] ; 5 ; 2.333 ; 17.417 ; 20.750 ; 3.333 ; 1.000
[2, 5, 7, 8, 9] ; 5 ; 1.917 ; 17.833 ; 20.750 ; 2.917 ; 1.000
[2, 6, 7, 8, 9] ; 5 ; 1.167 ; 17.083 ; 20.750 ; 3.667 ; 2.500
[3, 4, 5, 6, 7] ; 5 ; 0.000 ; 16.417 ; 20.750 ; 4.333 ; 4.333
[3, 4, 5, 6, 8] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[3, 4, 5, 6, 9] ; 5 ; 0.000 ; 15.750 ; 20.750 ; 5.000 ; 5.000
[3, 4, 5, 7, 8] ; 5 ; 1.667 ; 18.083 ; 20.750 ; 2.667 ; 1.000
[3, 4, 5, 7, 9] ; 5 ; 0.917 ; 17.333 ; 20.750 ; 3.417 ; 2.500
[3, 4, 5, 8, 9] ; 5 ; 1.083 ; 17.167 ; 20.750 ; 3.583 ; 2.500
[3, 4, 6, 7, 8] ; 5 ; 2.000 ; 17.750 ; 20.750 ; 3.000 ; 1.000
[3, 4, 6, 7, 9] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[3, 4, 6, 8, 9] ; 5 ; 0.000 ; 16.417 ; 20.750 ; 4.333 ; 4.333
[3, 4, 7, 8, 9] ; 5 ; 1.417 ; 17.333 ; 20.750 ; 3.417 ; 2.000
[3, 5, 6, 7, 8] ; 5 ; 1.917 ; 17.833 ; 20.750 ; 2.917 ; 1.000
[3, 5, 6, 7, 9] ; 5 ; 1.167 ; 17.083 ; 20.750 ; 3.667 ; 2.500
[3, 5, 6, 8, 9] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[3, 5, 7, 8, 9] ; 5 ; 1.917 ; 17.833 ; 20.750 ; 2.917 ; 1.000
[3, 6, 7, 8, 9] ; 5 ; 1.667 ; 17.083 ; 20.750 ; 3.667 ; 2.000
[4, 5, 6, 7, 8] ; 5 ; 1.167 ; 17.083 ; 20.750 ; 3.667 ; 2.500
[4, 5, 6, 7, 9] ; 5 ; 0.000 ; 16.250 ; 20.750 ; 4.500 ; 4.500
[4, 5, 6, 8, 9] ; 5 ; 0.000 ; 16.250 ; 20.750 ; 4.500 ; 4.500
[4, 5, 7, 8, 9] ; 5 ; 0.917 ; 17.333 ; 20.750 ; 3.417 ; 2.500
[4, 6, 7, 8, 9] ; 5 ; 1.333 ; 16.917 ; 20.750 ; 3.833 ; 2.500
[5, 6, 7, 8, 9] ; 5 ; 0.000 ; 16.417 ; 20.750 ; 4.333 ; 4.333
[1, 2, 3, 4, 5, 6] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 2, 3, 4, 5, 7] ; 6 ; 0.583 ; 19.167 ; 20.750 ; 1.583 ; 1.000
[1, 2, 3, 4, 5, 8] ; 6 ; 1.250 ; 19.500 ; 20.750 ; 1.250 ; 0.000
[1, 2, 3, 4, 5, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 3, 4, 6, 7] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 3, 4, 6, 8] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 3, 4, 6, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 2, 3, 4, 7, 8] ; 6 ; 0.583 ; 19.167 ; 20.750 ; 1.583 ; 1.000
[1, 2, 3, 4, 7, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 3, 4, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 2, 3, 5, 6, 7] ; 6 ; 0.583 ; 19.167 ; 20.750 ; 1.583 ; 1.000
[1, 2, 3, 5, 6, 8] ; 6 ; 1.250 ; 19.500 ; 20.750 ; 1.250 ; 0.000
[1, 2, 3, 5, 6, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 3, 5, 7, 8] ; 6 ; 1.000 ; 19.750 ; 20.750 ; 1.000 ; 0.000
[1, 2, 3, 5, 7, 9] ; 6 ; 1.167 ; 19.583 ; 20.750 ; 1.167 ; 0.000
[1, 2, 3, 5, 8, 9] ; 6 ; 1.500 ; 19.250 ; 20.750 ; 1.500 ; 0.000
[1, 2, 3, 6, 7, 8] ; 6 ; 0.583 ; 19.167 ; 20.750 ; 1.583 ; 1.000
[1, 2, 3, 6, 7, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 3, 6, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 2, 3, 7, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 2, 4, 5, 6, 7] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 4, 5, 6, 8] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[1, 2, 4, 5, 6, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 2, 4, 5, 7, 8] ; 6 ; 0.917 ; 19.833 ; 20.750 ; 0.917 ; 0.000
[1, 2, 4, 5, 7, 9] ; 6 ; 1.167 ; 19.583 ; 20.750 ; 1.167 ; 0.000
[1, 2, 4, 5, 8, 9] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[1, 2, 4, 6, 7, 8] ; 6 ; 1.167 ; 19.583 ; 20.750 ; 1.167 ; 0.000
[1, 2, 4, 6, 7, 9] ; 6 ; 1.500 ; 19.250 ; 20.750 ; 1.500 ; 0.000
[1, 2, 4, 6, 8, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 2, 4, 7, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 5, 6, 7, 8] ; 6 ; 0.583 ; 19.167 ; 20.750 ; 1.583 ; 1.000
[1, 2, 5, 6, 7, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 5, 6, 8, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 2, 5, 7, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 2, 6, 7, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 3, 4, 5, 6, 7] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 3, 4, 5, 6, 8] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 3, 4, 5, 6, 9] ; 6 ; 0.000 ; 17.750 ; 20.750 ; 3.000 ; 3.000
[1, 3, 4, 5, 7, 8] ; 6 ; 1.083 ; 19.667 ; 20.750 ; 1.083 ; 0.000
[1, 3, 4, 5, 7, 9] ; 6 ; 0.667 ; 19.083 ; 20.750 ; 1.667 ; 1.000
[1, 3, 4, 5, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 3, 4, 6, 7, 8] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[1, 3, 4, 6, 7, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 3, 4, 6, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 3, 4, 7, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 3, 5, 6, 7, 8] ; 6 ; 1.250 ; 19.500 ; 20.750 ; 1.250 ; 0.000
[1, 3, 5, 6, 7, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 3, 5, 6, 8, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 3, 5, 7, 8, 9] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[1, 3, 6, 7, 8, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 4, 5, 6, 7, 8] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[1, 4, 5, 6, 7, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 4, 5, 6, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 4, 5, 7, 8, 9] ; 6 ; 0.667 ; 19.083 ; 20.750 ; 1.667 ; 1.000
[1, 4, 6, 7, 8, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[1, 5, 6, 7, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[2, 3, 4, 5, 6, 7] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[2, 3, 4, 5, 6, 8] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[2, 3, 4, 5, 6, 9] ; 6 ; 1.000 ; 18.750 ; 20.750 ; 2.000 ; 1.000
[2, 3, 4, 5, 7, 8] ; 6 ; 0.833 ; 19.917 ; 20.750 ; 0.833 ; 0.000
[2, 3, 4, 5, 7, 9] ; 6 ; 1.083 ; 19.667 ; 20.750 ; 1.083 ; 0.000
[2, 3, 4, 5, 8, 9] ; 6 ; 1.250 ; 19.500 ; 20.750 ; 1.250 ; 0.000
[2, 3, 4, 6, 7, 8] ; 6 ; 1.000 ; 19.750 ; 20.750 ; 1.000 ; 0.000
[2, 3, 4, 6, 7, 9] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[2, 3, 4, 6, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[2, 3, 4, 7, 8, 9] ; 6 ; 0.583 ; 19.167 ; 20.750 ; 1.583 ; 1.000
[2, 3, 5, 6, 7, 8] ; 6 ; 0.917 ; 19.833 ; 20.750 ; 0.917 ; 0.000
[2, 3, 5, 6, 7, 9] ; 6 ; 1.167 ; 19.583 ; 20.750 ; 1.167 ; 0.000
[2, 3, 5, 6, 8, 9] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[2, 3, 5, 7, 8, 9] ; 6 ; 1.083 ; 19.667 ; 20.750 ; 1.083 ; 0.000
[2, 3, 6, 7, 8, 9] ; 6 ; 0.667 ; 19.083 ; 20.750 ; 1.667 ; 1.000
[2, 4, 5, 6, 7, 8] ; 6 ; 1.167 ; 19.583 ; 20.750 ; 1.167 ; 0.000
[2, 4, 5, 6, 7, 9] ; 6 ; 1.500 ; 19.250 ; 20.750 ; 1.500 ; 0.000
[2, 4, 5, 6, 8, 9] ; 6 ; 1.500 ; 19.250 ; 20.750 ; 1.500 ; 0.000
[2, 4, 5, 7, 8, 9] ; 6 ; 1.083 ; 19.667 ; 20.750 ; 1.083 ; 0.000
[2, 4, 6, 7, 8, 9] ; 6 ; 1.333 ; 19.417 ; 20.750 ; 1.333 ; 0.000
[2, 5, 6, 7, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[3, 4, 5, 6, 7, 8] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[3, 4, 5, 6, 7, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[3, 4, 5, 6, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[3, 4, 5, 7, 8, 9] ; 6 ; 0.583 ; 19.167 ; 20.750 ; 1.583 ; 1.000
[3, 4, 6, 7, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[3, 5, 6, 7, 8, 9] ; 6 ; 0.833 ; 18.917 ; 20.750 ; 1.833 ; 1.000
[4, 5, 6, 7, 8, 9] ; 6 ; 0.000 ; 18.250 ; 20.750 ; 2.500 ; 2.500
[1, 2, 3, 4, 5, 6, 7] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 2, 3, 4, 5, 6, 8] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 3, 4, 5, 6, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 2, 3, 4, 5, 7, 8] ; 7 ; 0.250 ; 20.500 ; 20.750 ; 0.250 ; 0.000
[1, 2, 3, 4, 5, 7, 9] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[1, 2, 3, 4, 5, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 3, 4, 6, 7, 8] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[1, 2, 3, 4, 6, 7, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 3, 4, 6, 8, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 2, 3, 4, 7, 8, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 2, 3, 5, 6, 7, 8] ; 7 ; 0.250 ; 20.500 ; 20.750 ; 0.250 ; 0.000
[1, 2, 3, 5, 6, 7, 9] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[1, 2, 3, 5, 6, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 3, 5, 7, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 3, 6, 7, 8, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 2, 4, 5, 6, 7, 8] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[1, 2, 4, 5, 6, 7, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 4, 5, 6, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 4, 5, 7, 8, 9] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[1, 2, 4, 6, 7, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 2, 5, 6, 7, 8, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 3, 4, 5, 6, 7, 8] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 3, 4, 5, 6, 7, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 3, 4, 5, 6, 8, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 3, 4, 5, 7, 8, 9] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[1, 3, 4, 6, 7, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 3, 5, 6, 7, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[1, 4, 5, 6, 7, 8, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[2, 3, 4, 5, 6, 7, 8] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[2, 3, 4, 5, 6, 7, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[2, 3, 4, 5, 6, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[2, 3, 4, 5, 7, 8, 9] ; 7 ; 0.250 ; 20.500 ; 20.750 ; 0.250 ; 0.000
[2, 3, 4, 6, 7, 8, 9] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[2, 3, 5, 6, 7, 8, 9] ; 7 ; 0.333 ; 20.417 ; 20.750 ; 0.333 ; 0.000
[2, 4, 5, 6, 7, 8, 9] ; 7 ; 0.500 ; 20.250 ; 20.750 ; 0.500 ; 0.000
[3, 4, 5, 6, 7, 8, 9] ; 7 ; 0.000 ; 19.750 ; 20.750 ; 1.000 ; 1.000
[1, 2, 3, 4, 5, 6, 7, 8] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 2, 3, 4, 5, 6, 7, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 2, 3, 4, 5, 6, 8, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 2, 3, 4, 5, 7, 8, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 2, 3, 4, 6, 7, 8, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 2, 3, 5, 6, 7, 8, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 2, 4, 5, 6, 7, 8, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[2, 3, 4, 5, 6, 7, 8, 9] ; 8 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
[1, 2, 3, 4, 5, 6, 7, 8, 9] ; 9 ; 0.000 ; 20.750 ; 20.750 ; 0.000 ; 0.000
Cooperation Complex for Metric CooperationMetric[CoopNetAnalysis$ComponentSizeSubsetMetric@52fe85] and graph 0 1 0 0 0 0 0 0 0 
1 0 1 0 0 0 1 1 0 
0 1 0 1 0 0 0 0 0 
0 0 1 0 1 0 0 0 0 
0 0 0 1 0 1 1 0 0 
0 0 0 0 1 0 0 0 0 
0 1 0 0 1 0 0 1 0 
0 1 0 0 0 0 1 0 1 
